,Unnamed: 0,id,campaign_disc_ele,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_first_activ,date_modif_prod,date_renewal,forecast_base_bill_ele,forecast_base_bill_year,forecast_bill_12m,forecast_cons,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,activity_apd,activity_ckf,activity_clu,activity_cwo,activity_fmw,activity_kkk,activity_kwu,activity_sfi,activity_wxe
7526,7526,6e665a8ca9793322d26da85913f66070,,5478,0,585,2005-02-18,2016-02-18,,2005-02-18,2015-02-20,,,,,556.95,585,0.0,143.43,0.1169,0.1000149999999999,40.606701,0,57.71,103.68,103.68,1,62.7,11,41.5,0,0,0,0,0,0,0,0,0
7527,7527,18dd81ad31362ce11ce494e00e903689,,3125,4690,150,2012-03-07,2016-12-18,,2015-11-18,2015-12-21,,,,,299.45,150,26.0,129.26,0.145677,0.125383,41.7698634,1,18.57,58.34,58.34,3,16.13,4,17.320999999999998,0,0,0,0,0,0,0,0,0
7528,7528,9ead03023106e8f5def2a806e5f8f070,,7349,0,1100,2009-09-11,2016-09-11,,2009-09-11,2015-09-12,,,,,1092.33,1100,0.0,20.54,0.144902,0.0,44.31137796,0,161.09,12.82,12.82,1,85.76,6,13.2,0,0,0,0,0,0,0,0,0
7529,7529,7ae5831aa008e89c66c15bec5db55f37,,7053,0,0,2009-09-04,2016-09-04,2009-09-04,2015-07-11,2015-09-05,0.0,0.0,969.86,0.0,569.91,0,0.0,18.47,0.141434,0.0,44.31137796,0,0.0,10.08,10.08,1,46.23,6,10.39,0,0,0,0,0,0,0,0,0
7530,7530,aece5d11a55b581bb3e65d83fda3f6c5,,0,0,0,2008-07-01,2016-12-31,,2008-07-01,2016-01-01,,,,,0.0,0,0.0,132.59,0.092453,0.086393,59.17346796,0,0.0,0.0,0.0,1,0.0,8,9.9,0,0,0,0,0,0,0,0,0
7531,7531,5b98b46bed789dbb9b407970b1a43d62,,24661,0,1177,2009-12-29,2016-09-18,,2014-09-18,2015-09-20,,,,,2551.65,1177,0.0,20.03,0.140621,0.0,44.31137796,0,166.87,8.98,8.98,1,168.64,6,10.392,0,0,0,0,0,0,0,0,0
7532,7532,52b91da050669efe0856a14d1182bced,,935912,0,53365,2012-08-23,2016-08-23,2012-08-23,2012-08-23,2015-08-24,0.0,0.0,744.88,0.0,230.85,0,0.0,7.67,0.1457109999999999,0.0,44.31137796,0,0.0,16.5,16.5,1,14.89,3,13.9,1,0,0,0,0,0,0,0,0
7533,7533,d3fa65a06c07becf82bd66027f7f2bd3,,1786,0,0,2009-12-01,2016-12-01,,2015-10-30,2015-12-02,,,,,267.1,0,0.0,15.94,0.143459,0.0,46.30537836,0,0.0,20.54,20.54,1,21.32,6,10.392,0,0,0,0,0,0,0,0,0
7534,7534,17ec6f8722e7e177bbefeeaff0dd20b4,,18465,0,1456,2009-01-22,2017-01-21,,2015-12-16,2016-01-22,,,,,1627.07,1456,0.0,132.41,0.102241,0.093198,58.99595196,0,126.06,0.0,0.0,1,206.63,7,22.0,0,0,0,0,0,0,0,0,0
7535,7535,61c8d7d1fe064b7d3e7743ab35833d92,,83587,0,3455,2010-01-13,2016-02-11,,2015-12-15,2015-02-12,,,,,1016.47,0,0.0,16.28,0.144963,0.0,44.31137796,0,0.0,26.04,26.04,1,103.95,6,10.392,0,1,0,0,0,0,0,0,0
7536,7536,780b967eeea202b11f3b1144eb532b9d,,1577,0,0,2012-08-11,2016-11-04,2012-08-11,2015-09-18,2015-11-05,0.0,0.0,835.13,0.0,226.98,0,0.0,17.81,0.137153,0.0,44.31137796,0,0.0,7.02,7.02,1,11.74,3,13.2,0,0,0,0,0,0,0,0,0
7537,7537,86f17676ff89baf5742128417e3991a0,,25301,0,4553,2013-03-04,2016-03-04,,2013-03-04,2015-03-06,,,,,3745.12,4553,0.0,15.15,0.144149,0.0,44.31137796,0,662.24,28.45,28.45,1,339.89,3,13.856,0,0,0,0,0,0,0,0,0
7538,7538,00f7e6d3a79e08dca1e19b89acfbe9e5,,4652,0,787,2009-08-31,2016-08-31,,2009-08-31,2015-09-01,,,,,691.41,787,0.0,16.83,0.144902,0.0,44.31137796,0,115.39,16.38,16.38,1,62.2,6,13.8,0,0,0,0,0,0,0,0,0
7539,7539,fe69a356bcd170da1d8e441bc02b8a06,,533498,0,69766,2013-02-20,2016-02-20,,2013-02-20,2015-02-25,,,,,420.39,527,0.0,142.19,0.1169,0.1000149999999999,40.606701,0,48.29,67.44,67.44,1,57.64,3,27.0,1,0,0,0,0,0,0,0,0
7540,7540,9ca8c6440805133f12675ace22615371,,9343,19615,782,2012-06-06,2016-06-06,,2015-05-22,2015-06-14,,,,,958.6,782,0.0,128.89,0.11634,0.099998,40.606701,1,77.2,31.64,31.64,2,114.11,4,20.0,0,0,0,0,0,0,0,0,0
7541,7541,db32708c8c013dd93a07548e24608e97,,20361,0,3064,2013-04-24,2016-04-24,2013-04-24,2013-04-24,2015-04-26,428.31,428.31,3372.08,298.3,2003.81,3064,0.0,144.06,0.1128599999999999,0.096521,40.606701,0,298.3,24.18,24.18,2,212.06,3,20.0,0,0,0,0,0,0,0,0,0
7542,7542,1b5125add0151708a81564406b36937b,,154251,0,3905,2013-03-25,2016-03-25,2013-03-25,2013-03-25,2015-03-26,269.86,269.86,2824.05,131.72,1359.68,1368,0.0,144.84,0.1169099999999999,0.100572,40.606701,0,131.72,37.63,37.63,2,176.29,3,20.78,0,0,0,0,0,0,0,0,0
7543,7543,56b0476ca285066ee24eea13a5c9a5bf,,10642,0,0,2012-02-06,2016-02-25,,2015-12-17,2015-02-26,,,,,2021.33,0,28.0,18.62,0.186188,0.0,45.80687796,0,0.0,37.56,37.56,1,185.35,4,12.5,0,0,0,0,0,0,0,0,0
7544,7544,d174d4df4a71ff209c53da3fc1a38468,,10745,0,1404,2011-06-30,2016-06-30,,2011-06-30,2015-07-04,,,,,1613.19,1404,0.0,0.0,0.1457109999999999,0.0,44.31137796,0,207.23,18.72,18.72,1,142.53,5,11.5,0,0,0,0,0,0,0,0,0
7545,7545,626a441d56f42df66f277370e92d344a,,12610,0,0,2010-02-08,2016-02-08,,2015-12-15,2015-02-09,,,,,1387.04,0,0.0,16.0,0.160302,0.082403,44.31137796,0,0.0,31.2,31.2,1,122.61,6,13.856,0,0,0,0,0,0,0,0,0
7546,7546,2642949996db63cc3da050f81a069722,,1141,0,0,2012-11-14,2016-11-14,2012-11-14,2012-11-14,2015-11-17,0.0,0.0,584.44,0.0,171.91,0,,18.32,,,,0,0.0,26.76,26.76,1,18.29,3,10.7,0,0,0,0,0,0,0,0,0
7547,7547,b3cb102ec1168f0ce34e6deccc085b71,,5099,6758,0,2010-10-26,2016-10-25,,2014-10-31,2015-10-29,,,,,771.6,0,0.0,18.27,0.147506,0.0,45.80687796,1,0.0,18.12,18.12,3,83.94,5,10.392,0,0,0,0,0,0,0,0,0
7548,7548,8509258fc6e13e8b44cc6d61b80c64e0,,683,22813,21,2009-06-16,2016-06-16,,2009-06-16,2015-06-23,,,,,101.76,21,0.0,15.85,0.144902,0.0,44.31137796,1,3.07,16.92,16.92,2,9.03,7,10.392,0,0,0,0,0,0,0,0,0
7549,7549,38736c99ca2d87f7f86664b6f20f7856,,123117,0,7087,2009-11-10,2016-11-10,,2009-11-10,2015-11-11,,,,,573.21,0,0.0,57.74,0.146348,0.0,45.80687796,0,0.0,21.78,21.78,1,58.77,6,13.2,0,0,0,0,0,0,0,0,0
7550,7550,aa7a5787176acd7c6a60c468115abf9f,,36627,0,2310,2010-01-19,2016-02-16,2010-01-19,2010-01-19,2015-02-18,408.41,408.41,5824.69,228.1,3868.18,2310,0.0,143.57,0.1169,0.1000149999999999,40.606701,0,228.1,41.52,41.52,1,408.78,6,27.713,0,1,0,0,0,0,0,0,0
7551,7551,6d585ce23b5fa7853e387a078cd58f63,,10351,0,657,2009-09-23,2016-09-23,,2015-08-26,2015-09-25,,,,,785.54,657,0.0,152.32,0.114667,0.099548,40.9390266,0,63.63,28.02,28.02,1,93.0,6,17.25,0,0,0,0,0,0,0,0,0
7552,7552,12ff3371f6eefecb2e8fde4ab351081d,,25678,0,0,2010-12-22,2016-12-21,2010-06-19,2010-12-22,2015-12-23,0.0,0.0,4201.36,0.0,3803.3,0,0.0,17.44,0.145787,0.0,44.31137796,0,0.0,2.8,2.8,1,353.74,5,10.392,0,0,0,0,0,0,0,0,0
7553,7553,8e6611c7e3c5df0ddd1c979488737e43,,22005,0,0,2013-06-12,2016-06-12,,2013-05-22,2015-06-22,,,,,3265.29,0,0.0,17.03,0.1457109999999999,0.0,44.31137796,0,0.0,20.2,20.2,1,276.18,3,13.856,0,0,0,0,0,0,0,0,0
7554,7554,9eeea2a4c54fa0d008da084ea46dd4e6,,14615,0,1440,2012-01-11,2017-01-11,,2015-05-24,2016-01-12,,,,,1351.95,1440,0.0,129.6,0.1163319999999999,0.099441,40.606701,0,131.78,34.56,34.56,1,160.08,4,17.320999999999998,0,0,0,0,0,0,0,0,0
7555,7555,ac302913fdc1bac4c1cff3b1fd7ad997,,8905,411274,556,2013-01-03,2017-01-03,2013-01-03,2015-11-16,2016-01-04,120.69,120.69,1801.73,81.32,1346.57,556,0.0,16.36,0.1443839999999999,0.0,44.31137796,1,81.32,26.04,26.04,2,153.68,3,10.392,0,0,0,0,0,0,0,0,0
7556,7556,271862af325ef97671eaef47ddbb0757,,101076,0,11738,2011-08-08,2016-08-07,2011-02-09,2015-07-11,2015-08-09,458.14,458.14,4210.77,274.82,2366.21,2622,0.0,147.08,0.1151819999999999,0.098841,40.606701,0,274.82,16.56,16.56,1,247.91,4,26.4,0,0,0,0,0,0,0,0,0
7557,7557,3fd62ad08c19851259038a720e1a9757,,52275,0,3257,2011-08-16,2016-05-22,2011-08-16,2015-07-21,2015-06-02,0.0,0.0,1454.84,0.0,982.88,0,0.0,16.4,0.144902,0.0,44.31137796,0,0.0,19.2,19.2,1,92.36,4,10.392,0,0,0,0,0,0,0,0,0
7558,7558,096decb009a0d13da5cb63e865540ff6,,3547,0,0,2009-06-15,2016-06-15,,2009-06-15,2015-06-23,,,,,529.4,0,0.0,30.92,0.144902,0.0,44.31137796,0,0.0,21.52,21.52,1,48.19,7,13.2,0,0,0,0,0,0,0,0,0
7559,7559,ec2105d56ed5123bd5dffa6bc05a4aeb,,16270,0,0,2010-07-27,2016-07-27,,2010-07-27,2015-07-31,,,,,2391.99,0,0.0,15.13,0.142819,0.0,44.31137796,0,0.0,16.03,16.03,1,195.34,6,12.7,0,0,0,0,0,0,0,0,0
7560,7560,479f5f4337e4eb20da3bea44c40c2435,,37034,0,3257,2011-12-13,2016-12-13,,2015-11-16,2015-12-14,,,,,1422.44,1317,0.0,141.37,0.113624,0.098508,40.606701,0,126.89,2.24,2.24,1,147.49,4,17.25,0,0,0,0,0,0,0,0,0
7561,7561,7846ee192c1030d0a8a644b127c1698d,,11115,42167,299,2012-12-04,2016-12-04,,2012-12-04,2015-12-06,,,,,932.32,0,0.0,15.06,0.168242,0.089602,45.30837756,1,0.0,15.78,15.78,2,84.02,3,13.856,0,0,0,0,0,0,0,0,0
7562,7562,67f0ecaf120ede8db454f2fa0d564c82,,2344,0,0,2010-08-04,2016-08-04,,2010-08-04,2015-08-06,,,,,351.39,0,0.0,15.04,0.1457109999999999,0.0,44.31137796,0,0.0,12.36,12.36,1,33.8,5,10.392,0,0,0,0,0,0,0,0,0
7563,7563,df5f1bb635faf4c4f2cb27864734042b,,263301,152933,32675,2010-03-22,2016-08-22,2010-03-22,2010-03-22,2015-08-24,558.52,558.52,2545.29,199.19,482.53,1934,0.0,145.56,0.115174,0.098837,40.606701,1,199.19,34.68,34.68,2,34.55,6,30.8,0,0,0,0,0,0,0,0,0
7564,7564,88cdc42d13fdfddcfd73e2808497ff1c,,9741,0,2996,2012-03-09,2016-03-09,,2014-06-28,2015-03-10,,,,,333.78,192,0.0,11.41,0.146694,0.0,44.31137796,0,28.47,28.58,28.58,1,36.29,4,12.5,0,0,0,0,0,0,0,0,0
7565,7565,bfa3967e0997db999ecd7b877c39705a,,14762,26249,0,2010-07-29,2016-10-05,,2013-12-04,2015-10-11,,,,,2175.64,0,0.0,0.0,0.143166,0.0,44.31137796,1,0.0,10.0,10.0,2,206.23,6,15.0,0,0,0,0,0,0,0,0,0
7566,7566,f24902e517956f2930a8d863cfc07d01,,23455,0,1739,2012-04-27,2016-04-27,,2015-04-14,2015-04-28,,,,,2276.48,1739,0.0,130.68,0.114603,0.098261,40.606701,0,163.94,25.92,25.92,1,286.08,4,17.320999999999998,0,0,0,0,0,0,0,0,0
7567,7567,c522f362a30f4f787c968af7d83d844f,,31876,0,4840,2012-10-15,2016-10-15,,2012-10-15,2015-10-16,,,,,4726.42,4840,0.0,18.67,0.145789,0.0,44.31137796,0,712.23,8.76,8.76,1,441.98,3,13.15,0,0,0,0,0,0,0,0,0
7568,7568,61c174e4e1b09b8b2cc7d34c395451c8,,35195,0,4210,2011-12-08,2016-12-08,,2015-11-18,2015-12-09,,,,,3475.59,4210,0.0,141.46,0.1135089999999999,0.0983909999999999,40.606701,0,405.71,2.18,2.18,1,373.85,4,50.0,0,0,0,0,0,0,0,0,0
7569,7569,c37b11ef4b20e05d7ef2b60bacf0e5af,,17803,15963,0,2012-07-04,2016-07-04,,2013-10-31,2015-07-08,,,,,2617.79,0,0.0,6.7,0.142819,0.0,44.31137796,1,0.0,16.66,16.66,2,208.15,4,13.2,0,0,0,0,0,0,0,0,0
7570,7570,941e25206c887281bb9664f8678f60c2,,1743025,0,106161,2010-07-01,2016-07-01,,2010-07-01,2015-07-04,,,,,6142.01,0,0.0,15.04,0.1646369999999999,0.087381,44.31137796,0,0.0,18.24,18.24,1,601.21,6,14.5,1,0,0,0,0,0,0,0,0
7571,7571,6dd22c37d2dcf813981a41b255b5db65,,1564106,406995,136783,2009-12-23,2016-02-25,,2009-12-23,2015-02-26,,,,,3105.26,3311,0.0,132.97,0.1169,0.1000149999999999,40.606701,1,310.89,36.12,36.12,2,374.59,6,24.15,1,0,0,0,0,0,0,0,0
7572,7572,9d333d74a38b14d38968162ba77e7f92,,1986831,348132,186628,2010-01-15,2016-12-11,,2010-01-15,2015-12-14,,,,,2043.56,1950,0.0,18.97,0.165022,0.08638,44.31137796,1,221.41,3.56,3.56,2,139.09,6,13.2,1,0,0,0,0,0,0,0,0
7573,7573,90a3b5a5369608222f9867603002cbd7,,17556,1804,1532,2011-12-15,2016-12-15,,2015-05-26,2015-12-16,,,,,1790.07,1532,0.0,121.55,0.1165089999999999,0.101397,40.606701,1,156.08,0.8999999999999989,0.8999999999999989,3,244.31,4,20.0,0,0,0,0,0,0,0,0,0
7574,7574,d73ba63509023509936c7c3280a04eb2,,6855,0,975,2011-08-25,2016-08-25,,2011-08-25,2015-08-26,,,,,209.37,339,0.0,16.67,0.16695,0.089695,44.31137796,0,38.64,12.36,12.36,1,20.89,4,10.392,0,0,0,0,0,0,0,0,0
7575,7575,cca9a8358c9ab8227746ed50f24daa49,,5474,801,1453,2010-03-25,2016-03-25,,2010-03-25,2015-03-26,,,,,542.52,1453,0.0,118.61,0.1169099999999999,0.100572,40.606701,1,140.32,47.2,47.2,2,43.15,6,20.785,0,0,0,0,0,0,0,0,0
7576,7576,8309fbea7ee8265024cea462b5cd9124,,12571,2922,419,2009-09-03,2016-09-03,,2009-09-03,2015-09-04,,,,,445.13,419,0.0,131.82,0.115174,0.098837,40.606701,1,41.15,17.73,17.73,3,38.42,6,19.8,0,0,0,0,0,0,0,0,0
7577,7577,f04f0346109b9ab199424c28d6d83104,,13255,0,2316,2012-10-30,2016-10-30,,2015-05-24,2015-11-01,,,,,1449.41,2316,0.0,95.69,0.1165089999999999,0.101397,40.606701,0,247.38,13.88,13.88,1,166.19,3,27.713,0,0,0,0,0,0,0,0,0
7578,7578,82663713240ede36f6ac0494621d98ff,,4557,0,0,2010-11-02,2016-11-02,,2015-09-19,2015-11-04,,,,,1229.59,0,0.0,0.09,0.160977,0.082331,44.31137796,0,95.14,4.83,4.83,1,69.59,5,10.35,0,0,0,0,0,0,0,0,0
7579,7579,c3bbdd043e59064b022063af182f783c,,3375,0,1411,2009-10-28,2016-09-09,,2015-09-09,2015-06-23,,,,,638.89,1411,30.0,16.23,0.198096,0.0,46.30537836,0,282.4,26.54,26.54,2,22.49,6,10.392,0,0,0,0,0,0,0,0,0
7580,7580,0d498df261e905991041ca28e012b700,,2108,0,0,2011-12-26,2016-12-26,,2015-11-01,2015-12-27,,,,,270.5,0,0.0,37.98,0.164775,0.086131,46.30537836,0,0.0,20.54,20.54,1,20.86,4,10.392,0,0,0,0,0,0,0,0,0
7581,7581,3b75ab08a3e56e8f45efb219a7d7f18d,,3747,0,0,2009-08-31,2016-08-31,,2009-08-31,2015-09-01,,,,,558.19,0,0.0,18.62,0.144902,0.0,44.31137796,0,0.0,12.36,12.36,1,51.28,6,10.392,0,0,0,0,0,0,0,0,0
7582,7582,218711b4d413613bdfcf4e15737da584,,122531,0,3219,2013-01-14,2016-07-01,,2015-06-24,2015-01-11,,,,,1914.36,0,0.0,62.83,0.133681,0.0,44.31137796,0,0.0,13.1,13.1,1,185.12,3,10.392,0,0,0,0,0,0,0,0,0
7583,7583,af999b94126ce379df0c8d372e815a1e,,57501,0,9382,2011-10-21,2016-04-07,,2015-04-07,2013-10-28,,,,,6224.4,9382,22.0,132.9,0.110314,0.093976,40.606701,0,891.65,31.28,31.28,1,474.74,4,39.6,0,0,0,0,0,0,0,0,0
7584,7584,06e98a7d3f09c1fab3d2834fb1945122,,9101,0,0,2013-02-26,2016-06-05,2013-02-26,2014-11-21,2014-03-02,0.0,0.0,1813.23,0.0,1412.39,0,0.0,16.53,0.168242,0.089602,45.30837756,0,0.0,20.36,20.36,1,109.49,3,10.392,0,0,0,0,0,0,0,0,0
7585,7585,0a92d9f2d972d2679bb32860be93c95f,,117182,0,12674,2009-06-17,2016-09-20,,2015-08-26,2015-09-25,,,,,4132.9,6334,0.0,151.44,0.114667,0.099548,40.606701,0,630.91,11.11,11.11,1,464.56,7,23.1,0,0,0,0,0,0,0,0,0
7586,7586,d6768019514de313bb6036945b8bfcc6,,14124,0,0,2012-07-02,2016-07-02,,2014-06-17,2015-07-04,,,,,2109.08,0,0.0,16.58,0.1457109999999999,0.0,44.31137796,0,0.0,17.45,17.45,1,182.08,4,13.856,0,0,0,0,0,0,0,0,0
7587,7587,1834de8cbc9affee7129031d58851a2d,,2,0,0,2013-02-09,2016-02-09,2013-02-09,2015-02-05,2015-02-11,0.0,0.0,518.63,0.0,0.31,0,0.0,18.37,0.273963,0.0,59.26637796,0,0.0,155.88,-152.88,1,0.28,3,10.39,0,0,0,0,0,0,0,0,0
7588,7588,bdaf7580552a020435fa007f8af54838,,6125,0,0,2012-06-12,2016-06-12,2012-06-12,2012-06-12,2015-06-23,0.0,0.0,1415.47,0.0,921.18,0,0.0,19.39,0.1457109999999999,0.0,44.31137796,0,0.0,21.52,21.52,2,93.64,4,13.2,0,0,0,0,0,0,0,0,0
7589,7589,2d09656738c40e6387619e1d031145aa,,74108,0,6974,2009-08-11,2016-08-11,,2015-07-10,2015-08-13,,,,,1400.28,1251,0.0,131.4,0.114604,0.098262,40.606701,0,122.48,30.18,30.18,1,157.94,6,34.5,0,0,0,0,0,0,0,0,0
7590,7590,32627b4da0aa42e2fa3296c625079452,,1980763,162510,210443,2010-10-12,2016-07-01,,2010-10-12,2015-07-04,,,,,4777.54,5951,0.0,130.08,0.113323,0.096984,40.606701,1,549.94,7.43,7.43,2,521.96,5,15.5,1,0,0,0,0,0,0,0,0
7591,7591,3e22c34bc08db54e42a7cc0c1549b943,,19848,0,3111,2010-01-13,2016-03-08,,2010-01-13,2015-03-09,,,,,811.53,1728,0.0,16.54,0.165794,0.087899,44.31137796,0,195.43,23.76,23.76,2,85.61,6,10.392,0,0,0,0,0,0,0,0,0
7592,7592,0a8d8ecded9a8eecf3802d15d781e7db,,11637,0,2475,2009-09-02,2016-05-19,,2014-05-19,2015-05-23,,,,,1323.58,2475,0.0,11.38,0.161743,0.083849,44.31137796,0,283.78,21.36,21.36,1,83.76,6,11.5,0,0,0,0,0,0,0,0,0
7593,7593,dcc130b4524e12788e37b5c7df1b5b9d,,1760,0,68,2012-11-19,2016-11-19,,2012-11-19,2015-11-20,,,,,424.05,68,0.0,13.77,0.236794,0.0,44.31137796,0,16.18,54.84,54.84,1,187.17,3,15.0,0,0,0,0,0,0,0,0,0
7594,7594,f821575347ab44b0c911170bcd240e9b,,519607,6646,31671,2011-05-28,2016-05-28,2011-05-28,2011-05-28,2015-05-29,0.0,0.0,4974.15,0.0,4460.17,0,0.0,18.92,0.138765,0.0,44.44470996,1,0.0,0.12,0.12,2,200.89,5,13.2,1,0,0,0,0,0,0,0,0
7595,7595,1af46b9899c52e28003d90e9228acb21,,1084359,0,70373,2012-06-14,2016-06-14,,2012-06-14,2015-06-23,,,,,4020.85,5168,0.0,129.61,0.1169099999999999,0.100572,40.606701,0,471.8,19.0,19.0,1,574.61,4,20.785,1,0,0,0,0,0,0,0,0
7596,7596,be7b316791c7cc396ab8dd0acf1d9be1,,29145,0,2597,2011-12-19,2016-12-19,,2015-11-17,2015-12-21,,,,,2677.93,2597,0.0,132.56,0.112352,0.097233,40.606701,0,258.46,1.22,1.22,1,245.33,4,27.713,0,0,0,0,0,0,0,0,0
7597,7597,81c0747391ee7f1f14a7db1b2c0bfa85,,137722,0,38566,2005-07-21,2016-07-21,,2015-07-16,2015-07-24,,,,,12484.12,38566,,392.76,,,,0,3484.27,-14.96,-14.96,1,668.31,11,117.0,0,0,0,0,0,0,0,0,0
7598,7598,23ef4c9074dd2426703c43043fca6357,,69775,0,9722,2011-09-15,2016-09-14,,2011-09-15,2015-09-15,,,,,7041.22,9722,0.0,131.43,0.112922,0.09781,40.606701,0,951.89,7.22,7.22,1,637.27,4,26.4,0,0,0,0,0,0,0,0,0
7599,7599,145517cc7ba0e8b3f5b2133e4880e498,,387623,81101,45234,2010-08-02,2016-08-01,,2015-03-01,2015-08-03,,,,,713.98,678,0.0,379.05,0.1001669999999999,0.091892,58.99595196,1,57.03,-38.52,-38.52,3,95.67,5,250.0,0,0,0,0,0,0,0,0,0
7600,7600,e85e1069190bda971c15e697ce3699ba,,30091,0,2124,2011-02-18,2016-02-18,2011-02-18,2011-02-18,2015-02-20,149.55,149.55,1528.87,20.19,272.47,204,0.0,146.14,0.120372,0.103487,40.606701,0,20.19,43.32,43.32,1,27.71,5,17.32,0,0,0,0,0,0,0,0,0
7601,7601,433af651378a909e602808991b8a645e,,9096,6823,0,2010-11-03,2016-11-03,2005-02-02,2015-09-20,2015-11-04,0.0,0.0,1885.97,0.0,1353.83,0,0.0,19.86,0.142881,0.0,45.30837756,1,0.0,17.67,17.67,3,107.15,5,13.856,0,0,0,0,0,0,0,0,0
7602,7602,4528e41f12cf33b4e89a66629fc064b8,,5961,0,0,2010-02-02,2016-02-02,,2010-02-02,2015-02-03,,,,,899.44,0,0.0,7.03,0.146694,0.0,44.31137796,0,0.0,28.8,28.8,1,88.93,6,11.5,0,0,0,0,0,0,0,0,0
7603,7603,e06d538392db4b3d328e56413776f6a8,,30893,0,2591,2012-05-11,2016-05-11,2010-08-12,2013-11-05,2015-05-14,450.78,450.78,5379.89,247.6,3008.8,2591,0.0,142.92,0.1169099999999999,0.100572,40.606701,0,247.6,37.17,37.17,1,390.51,4,35.0,0,0,0,0,0,1,0,0,0
7604,7604,96f512638a82d68ac2566b0229a2b489,,1599694,0,208086,2010-06-24,2016-06-24,,2010-06-24,2015-06-26,,,,,4476.72,12914,0.0,147.06,0.115174,0.098837,40.606701,0,1228.25,14.68,14.68,8,517.09,6,16.041,1,0,0,0,0,0,0,0,0
7605,7605,9ff30b3c87718b9d165b4e6ac5197b88,,92,0,0,2010-04-08,2016-04-08,,2010-04-08,2015-04-12,,,,,13.85,0,0.0,17.51,0.146694,0.0,44.31137796,0,0.0,23.56,23.56,1,1.54,6,11.4,0,0,0,0,0,0,0,0,0
7606,7606,a7ad0d95b54892617dd1a30b320076fb,,4880,0,0,2011-05-25,2016-06-30,2011-05-25,2015-06-30,2015-05-29,0.0,0.0,1325.98,0.0,834.77,0,30.0,27.86,0.2292719999999999,0.116714,45.80687796,0,0.0,30.9,30.9,2,42.21,5,10.392,0,0,0,0,0,0,0,0,0
7607,7607,c98fd6489ccae8a4142372dc48faf172,,13410,0,0,2009-03-13,2016-03-13,,2009-03-13,2015-03-16,,,,,1990.89,0,0.0,16.65,0.143801,0.0,44.31137796,0,0.0,21.34,21.34,1,169.98,7,10.392,0,0,0,0,0,0,0,0,0
7608,7608,32c46157213cd93034de567b65d4448d,,4233,87765,431,2013-01-01,2017-01-01,,2015-11-16,2016-01-02,,,,,637.09,431,0.0,62.25,0.145541,0.0,44.31137796,1,63.54,33.12,33.12,2,59.79,3,13.2,0,0,0,0,0,0,0,0,0
7609,7609,bff37de18abdf0eac68d4f1d7937308a,,4702,0,706,2009-09-01,2016-09-01,,2009-09-01,2015-09-02,,,,,458.13,706,0.0,132.53,0.115174,0.098837,40.606701,0,68.33,15.5,15.5,1,53.08,6,17.25,0,0,0,0,0,0,0,0,0
7610,7610,42d12de50db75e44fadfe5dff286887a,,4017,0,658,2010-01-08,2017-01-08,,2010-01-08,2016-01-10,,,,,604.8,658,0.0,16.62,0.146694,0.0,44.31137796,0,97.35,34.56,34.56,1,62.96,6,13.8,0,0,0,0,0,0,0,0,0
7611,7611,fb5ef7466bfff9691107bfcdbefeac2e,,4978,0,0,2012-10-05,2016-10-04,,2012-10-05,2015-10-05,,,,,723.9,0,0.0,8.63,0.140621,0.0,44.31137796,0,0.0,9.919999999999993,9.919999999999993,1,55.86,3,13.2,0,0,0,0,0,0,0,0,0
7612,7612,8207b8396c6a4cbb0c0c68a3974ce1b9,,12772,0,899,2013-05-30,2016-05-30,,2015-04-29,2015-06-03,,,,,1392.21,899,0.0,154.1,0.11634,0.099998,40.606701,0,93.97,31.59,31.59,1,166.83,3,22.0,0,0,0,0,0,0,0,0,0
7613,7613,0fc830f84c93b5625e4189131ae7d569,,16477,18420,0,2012-10-05,2016-10-05,,2014-08-26,2015-10-11,,,,,2083.27,0,0.0,16.86,0.142819,0.0,44.31137796,1,0.0,9.2,9.2,2,156.72,3,13.856,0,0,0,0,0,0,0,0,0
7614,7614,c03f4e98db38f7a8f8f2ba04581e8a24,,5268,0,0,2012-05-03,2016-05-02,2012-05-03,2012-05-03,2015-05-03,0.0,0.0,1224.4,0.0,796.57,0,0.0,6.26,0.1457109999999999,0.0,44.31137796,0,0.0,19.11,19.11,1,106.06,4,10.35,0,0,0,0,0,0,0,0,0
7615,7615,d927f362c9039e51ebbeca790642fde7,,30029,0,0,2009-12-04,2016-12-04,,2015-10-30,2015-12-06,,,,,4419.48,0,0.0,16.11,0.144058,0.0,44.31137796,0,0.0,3.56,3.56,1,356.34,6,13.2,0,0,0,0,0,0,0,0,0
7616,7616,7d325485515a91358f8afc3657bce353,,2335,0,237,2013-05-09,2016-05-09,,2013-05-09,2015-05-23,,,,,237.37,237,0.0,129.25,0.1169099999999999,0.100572,40.606701,0,23.48,37.68,37.68,1,29.22,3,20.785,0,0,0,0,0,0,0,0,0
